timestamp,open,high,low,close,volume
2022-09-23,300.0900,313.8000,272.8200,275.3300,318285640
2022-09-16,300.7200,309.1200,290.4000,303.3500,341416185
2022-09-09,272.6750,299.8500,265.7400,299.6800,213818141
2022-09-02,282.8300,288.4800,266.1500,270.2100,249374939
2022-08-26,875.7400,910.9400,287.4700,288.0900,169020694
2022-08-19,905.3600,944.0000,877.5000,890.0000,118385794
2022-08-12,885.0000,915.6000,838.0600,900.0900,143447053
2022-08-05,903.8250,940.8200,856.6340,864.5100,159380225
2022-07-29,816.6500,894.9600,768.7900,891.4500,133013375
2022-07-22,734.8100,842.3600,710.9300,816.7300,165932217
2022-07-15,756.3100,759.1900,675.1000,720.2000,144545065
2022-07-08,669.0000,764.9399,648.5001,752.2900,113472506
2022-07-01,748.1000,756.2100,656.5900,681.7900,143934321
2022-06-24,673.8100,740.5000,673.0000,737.1200,141431196
2022-06-17,669.5000,706.9899,626.0800,650.2800,173306821
2022-06-10,733.0600,766.6399,683.7400,696.6900,142601983
2022-06-03,773.8400,792.6300,700.2534,703.5500,128343063
2022-05-27,655.0200,759.8000,620.5700,759.6300,155144601
2022-05-20,767.1600,769.7600,633.0000,663.9000,163138813
2022-05-13,836.4500,845.6300,680.0000,769.5900,168299966
2022-05-06,860.7700,955.5000,843.1050,865.6500,128677405
2022-04-29,978.9700,1008.6200,821.7000,870.7600,164154275
2022-04-22,989.0300,1092.2200,973.4100,1005.0500,113841457
2022-04-14,980.4000,1026.2400,973.0970,985.0000,79625639
2022-04-08,1089.3800,1152.8700,1021.5401,1025.4900,128187848
2022-04-01,1065.1000,1114.7700,1053.6000,1084.5900,113080628
2022-03-25,914.9800,1040.7000,907.0900,1010.6400,145219138
2022-03-18,780.6100,907.8500,756.0400,905.3900,129644892
2022-03-11,856.3000,866.1400,782.1700,795.3500,112587689
2022-03-04,815.0100,889.8800,814.7075,838.2900,125740178
2022-02-25,834.1300,856.7338,700.0000,809.8700,129603556
2022-02-18,861.5700,926.4299,837.6100,856.9800,100126871
2022-02-11,923.7900,947.7700,850.7000,860.0000,103251907
2022-02-04,872.7100,943.7000,862.0500,923.3200,132282831
2022-01-28,904.7600,987.6900,792.0100,846.3500,208578950
2022-01-21,1026.6050,1070.7899,940.5000,943.9000,104996884
2022-01-14,1000.0000,1115.6000,980.0000,1049.6100,136822673
2022-01-07,1147.7500,1208.0000,1010.0000,1026.9600,153185108
2021-12-31,1073.6700,1118.9999,1053.1500,1056.7800,91687786
2021-12-23,910.7000,1072.9767,886.1200,1067.0000,104781767
2021-12-17,1001.0900,1005.0000,909.0401,932.5700,136074239
2021-12-10,1001.5100,1072.3800,950.5000,1017.0300,99585638
2021-12-03,1100.9900,1172.8399,1000.2100,1014.9700,124636821
2021-11-26,1162.3300,1201.9500,1062.0000,1081.9200,103485337
2021-11-19,1017.6300,1138.7199,978.6000,1137.0600,135304561
2021-11-12,1149.7850,1197.0000,987.3100,1033.4200,182318404
2021-11-05,1145.0000,1243.4900,1118.6600,1222.0900,178974628
2021-10-29,950.5300,1115.2100,944.2000,1114.0000,220925116
2021-10-22,851.7900,910.0000,851.4700,909.6800,109982713
2021-10-15,787.6500,843.2100,785.5000,843.0300,81512174
2021-10-08,796.5000,806.9699,773.2200,785.4900,99483120
2021-10-01,773.1200,799.0000,763.5900,775.2200,109382331
2021-09-24,734.5577,774.8000,718.6249,774.3900,89535196
2021-09-17,740.2143,761.0400,708.8500,759.4900,98962617
2021-09-10,740.0000,764.4500,734.5201,736.2700,68094762
2021-09-03,714.7150,741.9900,712.7300,733.5700,80731775
2021-08-27,685.4420,716.9700,680.7505,711.9200,73041547
2021-08-20,705.0700,709.5000,648.8400,680.2600,96329308
2021-08-13,710.1700,729.9000,699.4000,717.1700,72301742
2021-08-06,700.0000,726.9400,697.6300,699.1000,100781351
2021-07-30,650.9700,697.5300,627.2400,687.2000,133501299
2021-07-23,629.8900,664.8599,621.2900,643.3800,80448226
2021-07-16,662.2000,693.2800,637.8800,644.2200,105114865
2021-07-09,681.7115,684.0000,620.4600,656.9500,82990274
2021-07-02,671.6400,700.0000,670.3200,678.9000,103666230
2021-06-25,624.4800,697.6200,608.8800,671.8700,153549954
2021-06-18,612.2300,628.3500,593.5000,623.3100,107296122
2021-06-11,591.8250,623.0900,582.8800,609.8900,105306562
2021-06-04,627.8000,633.8000,571.2200,599.0500,95536458
2021-05-28,581.6000,635.5900,573.6500,625.2200,140310958
2021-05-21,575.5531,596.6800,546.9800,580.8800,165651036
2021-05-14,664.9000,665.0500,559.6500,589.7400,189275731
2021-05-07,703.8000,706.0000,650.0000,672.3700,129938147
2021-04-30,741.0000,749.3000,666.1400,709.4400,152350715
2021-04-23,719.6000,753.7700,691.8001,729.4000,170514922
2021-04-16,685.7000,780.7900,682.0900,739.7800,178634338
2021-04-09,707.7100,708.1600,667.8400,677.0200,141785455
2021-04-01,615.6400,692.4203,591.0100,661.7500,136705010
2021-03-26,684.5900,699.6200,599.8900,618.7100,176876942
2021-03-19,694.0900,713.1800,624.6201,654.8700,178254604
2021-03-12,600.5500,717.8500,558.7900,693.7300,249753690
2021-03-05,690.1100,721.1100,539.4900,597.9500,235272714
2021-02-26,762.6400,768.5000,619.0000,675.5000,217862425
2021-02-19,818.0000,821.0000,762.0100,781.3000,82596163
2021-02-12,869.6700,877.7700,785.3306,816.1200,116303534
2021-02-05,814.2900,880.5000,795.5601,852.2300,102112291
2021-01-29,855.0000,900.4000,780.1000,793.5300,153007757
2021-01-22,837.8000,859.5000,828.6200,846.6400,91697493
2021-01-15,849.4000,868.0000,803.6222,826.1600,208896134
2021-01-08,719.4600,884.4900,717.1895,880.0200,252137795
2020-12-31,674.5100,718.7200,655.0000,705.6700,146960321
2020-12-24,666.2400,668.5000,614.2300,661.7700,165945448
2020-12-18,619.0000,695.0000,605.0000,695.0000,417756359
2020-12-11,604.9197,654.3200,566.3400,609.9900,305424055
2020-12-04,602.2100,607.8000,541.2100,599.0400,221865368
2020-11-27,503.5000,598.7800,501.7900,585.7600,188810315
2020-11-20,408.9300,508.6112,404.0868,489.6100,261458208
2020-11-13,439.5000,452.5000,396.0301,408.5000,122245822
2020-11-06,394.0000,440.0000,392.3000,429.9500,145636427
2020-10-30,411.6300,430.5000,379.1100,388.0400,141620023
2020-10-23,446.2400,447.0000,407.3801,420.6300,174024764
2020-10-16,442.0000,465.9000,436.6000,439.6700,189748425
2020-10-09,423.3500,439.0000,406.0500,434.0000,206343526
2020-10-02,424.6200,448.8800,411.6000,415.0900,270378010
2020-09-25,453.1300,455.6800,351.3000,407.3400,447901291
2020-09-18,380.9500,461.9400,373.3000,442.1500,416051578
2020-09-11,356.0000,398.9900,329.8800,372.7200,340579527
2020-09-04,444.6100,502.4900,372.0201,418.3200,500060538
2020-08-28,2126.2750,2318.4900,1927.5200,2213.4000,88736115
2020-08-21,1677.0000,2095.4900,1672.8300,2049.9800,90804281
2020-08-14,1448.0000,1668.8000,1365.0000,1650.7100,71049854
2020-08-07,1449.2000,1527.4100,1415.0100,1452.7100,37091084
2020-07-31,1435.0000,1564.7000,1413.0003,1430.7600,61152261
2020-07-24,1519.0100,1689.0000,1366.5401,1417.0000,90613325
2020-07-17,1659.0000,1794.9900,1431.0000,1500.8400,102433380
2020-07-10,1276.6900,1548.9200,1266.0400,1544.6500,93458418
2020-07-02,969.0100,1228.0000,948.5201,1208.6600,56521929
2020-06-26,999.9500,1012.0000,937.1500,959.7400,41796671
2020-06-19,917.7900,1019.2000,908.5000,1000.9000,58070741
2020-06-12,919.0000,1027.4800,909.1600,935.2800,76806150
2020-06-05,858.0000,908.6600,854.1000,885.6600,53299992
2020-05-29,834.5000,835.0000,785.0000,835.0000,38727529
2020-05-22,827.7800,834.7200,796.0000,816.8800,50813894
2020-05-15,790.5100,843.2900,763.3000,799.1700,75692613
2020-05-08,701.0000,824.0000,698.0000,819.4200,75009750
2020-05-01,737.6100,869.8200,683.0400,701.3200,113123049
2020-04-24,732.7000,765.5700,673.7900,725.1500,75654810
2020-04-17,590.1600,774.9500,580.5300,753.8900,110415032
2020-04-09,511.2000,575.1800,497.9600,573.0000,59127644
2020-04-03,510.2600,542.9600,446.4000,480.0100,85543235
2020-03-27,433.6000,560.0000,410.5000,514.3600,92371954
2020-03-20,469.5000,494.8700,350.5100,427.5300,126590011
2020-03-13,605.3900,668.0000,502.0000,546.6200,87631076
2020-03-06,711.2600,806.9800,684.2700,703.4800,84543546
2020-02-28,839.0000,863.5000,611.5200,667.9900,95477818
2020-02-21,841.6000,944.7800,832.3600,901.0000,74095666
2020-02-14,800.0000,819.9900,735.0000,800.0300,90392165
2020-02-07,673.6900,968.9900,673.5200,748.0700,213540363
2020-01-31,541.9900,653.0000,539.2800,650.5700,88338175
2020-01-24,530.2500,594.5000,528.4100,564.8200,82820940
2020-01-17,493.5000,547.4100,492.0000,510.5000,108103392
2020-01-10,440.4700,498.8000,440.0000,478.1500,101006048
2020-01-03,428.7900,454.0000,402.0800,443.0100,50246804
2019-12-27,411.7800,435.3100,410.0000,430.3800,41992657
2019-12-20,362.5500,413.0000,362.5000,405.5900,73766620
2019-12-13,336.5900,365.2100,335.0800,358.3900,39149822
2019-12-06,329.4000,338.8600,327.2500,335.8900,29587630
2019-11-29,344.3200,344.5700,327.1000,329.9400,28331092
2019-11-22,352.9200,361.2000,330.0000,333.0400,41859203
2019-11-15,343.9500,356.3300,342.0000,352.1700,37105201
