timestamp,open,high,low,close,volume
2024-09-11,567.6900,581.2400,559.3500,580.3800,6708174
2024-09-06,576.3000,586.6950,558.0000,563.4100,8042155
2024-08-30,555.0300,578.4000,554.3439,574.4100,8020151
2024-08-23,550.5900,572.0000,550.5900,558.3000,7695733
2024-08-16,536.0400,557.2200,525.7700,553.4600,10154025
2024-08-09,504.2300,537.2800,500.0000,536.3000,10599914
2024-08-02,544.3000,561.9800,519.6800,526.1700,10737951
2024-07-26,558.6500,560.1900,527.5900,542.4400,11612161
2024-07-19,560.2300,570.1000,548.9600,551.0000,10530502
2024-07-12,573.1800,576.7450,552.3150,559.0500,12750228
2024-07-05,551.3700,580.5500,549.7300,578.3400,10597658
2024-06-28,532.1000,558.4800,522.2400,555.5400,18962299
2024-06-21,525.5100,535.0000,505.3800,533.4400,23756222
2024-06-14,453.8400,534.4500,451.5100,525.3100,32988033
2024-06-07,447.5800,468.9300,436.5800,465.4300,16365432
2024-05-31,473.0100,482.7900,433.9700,444.7600,17884483
2024-05-24,483.0000,491.6800,473.9000,475.4300,10978208
2024-05-17,486.2400,490.1599,466.4800,483.4300,15061688
2024-05-10,490.1000,496.7550,480.3000,482.2900,11830148
2024-05-03,478.0400,487.4900,460.3600,486.1800,14017133
2024-04-26,470.2150,482.7900,462.2800,477.5600,11859310
2024-04-19,477.0200,481.0200,463.0901,465.0200,13719999
2024-04-12,484.7800,493.3100,468.6000,474.0900,17063856
2024-04-05,504.9900,506.9200,481.2800,485.1200,15945098
2024-03-28,496.7900,516.8600,496.6900,504.6000,15215783
2024-03-22,495.5500,523.8700,495.5500,499.5200,28994257
2024-03-15,552.4500,585.3500,485.0000,492.4600,34533513
2024-03-08,572.8500,576.2450,538.1500,551.6900,15546743
2024-03-01,556.5600,572.8900,548.5400,570.9300,16624412
2024-02-23,531.4950,557.1800,528.0100,553.4400,20630984
2024-02-16,626.0000,626.3450,546.3700,546.6600,20923307
2024-02-09,633.0300,634.5899,604.6700,627.2100,11788348
2024-02-02,615.7100,638.2500,612.1700,634.7600,12116770
2024-01-26,615.0000,627.0600,591.3400,613.9300,16117889
2024-01-19,592.8300,612.0700,582.4400,611.5500,11263337
2024-01-12,567.8700,599.3800,567.8700,596.5400,10696561
2024-01-05,589.5100,590.4400,563.3400,564.6000,9327589
2023-12-29,598.9200,601.6900,592.9400,596.6000,6580159
2023-12-22,591.5200,612.7050,586.6200,598.7500,17010272
2023-12-15,616.8800,633.8900,578.2000,584.6800,32409757
2023-12-08,604.9100,610.2300,591.1700,610.0100,12270513
2023-12-01,618.8000,628.6000,603.1800,612.4700,13203763
2023-11-24,605.3100,624.3800,604.5000,619.4300,7308169
2023-11-17,589.9800,613.7050,583.3600,602.6600,12488690
2023-11-10,566.0000,598.1350,558.1750,597.2200,15067270
2023-11-03,516.1100,567.0300,512.2400,563.6600,12205079
2023-10-27,535.8100,548.0250,506.9150,508.1200,12918910
2023-10-20,553.1800,568.1800,535.9500,540.9600,12687952
2023-10-13,522.0000,574.4000,518.7500,548.7600,14569909
2023-10-06,508.2400,531.3100,504.5500,526.6800,10788029
2023-09-29,511.4500,518.5800,498.6955,509.9000,13422538
2023-09-22,524.2300,548.8500,508.8300,512.9000,14216011
2023-09-15,562.0000,565.4302,523.6160,528.8900,24071043
2023-09-08,557.8800,570.2399,551.0750,560.3600,9004286
2023-09-01,525.7000,569.9800,523.9800,563.2100,11934752
2023-08-25,510.2900,539.6700,510.2900,525.0600,11520210
2023-08-18,506.7800,525.4900,503.9000,508.1300,10014031
2023-08-11,530.0000,532.5800,506.3700,508.4500,10080001
2023-08-04,541.8700,552.9400,522.1200,526.8800,13965466
2023-07-28,520.0000,530.3200,510.4400,528.8700,12939300
2023-07-21,513.0000,539.0000,512.3800,520.2300,21487806
2023-07-14,485.2700,523.7850,485.1100,514.8300,14577363
2023-07-07,486.3900,490.4200,475.0000,485.2700,8108605
2023-06-30,483.0100,492.8100,479.0500,488.9900,14092453
2023-06-23,485.6300,495.5500,472.3200,484.7200,18680285
2023-06-16,463.7050,518.7400,459.4200,495.1800,42519286
