timestamp,open,high,low,close,volume
2024-09-11,32.7000,35.2000,32.4700,34.8500,300605732
2024-09-06,31.3500,31.5892,29.3100,30.3300,142329590
2024-08-30,31.4300,31.8200,29.7500,31.4800,174907259
2024-08-23,32.4200,33.1250,31.6220,31.7800,208927613
2024-08-16,30.2200,32.7500,29.2700,32.0800,283348419
2024-08-09,21.7400,30.3600,21.2300,30.0100,448645555
2024-08-02,27.5600,27.8000,23.7500,24.7400,174252550
2024-07-26,28.9300,29.1900,25.4200,27.1800,191083016
2024-07-19,28.4200,29.8300,27.4700,28.5800,279787686
2024-07-12,27.9300,28.5900,26.8400,28.0700,248375042
2024-07-05,25.4800,27.2500,25.1421,27.2300,130453735
2024-06-28,23.4400,25.5700,23.3000,25.3300,167235330
2024-06-21,23.4700,26.5700,23.4500,23.8400,245276616
2024-06-14,22.7500,24.3300,22.6600,23.5700,153307189
2024-06-07,21.7000,23.9500,21.0050,23.3100,213225752
2024-05-31,21.0600,22.2000,20.6400,21.6800,143107631
2024-05-24,21.7700,21.7700,20.6300,21.0100,147468028
2024-05-17,20.6000,22.1693,20.6000,21.7600,192292123
2024-05-10,24.3700,25.3550,20.5000,20.6000,518528419
2024-05-03,22.7500,23.6400,21.6300,23.3300,182027971
2024-04-26,20.7200,22.6700,20.3600,22.5200,161972098
2024-04-19,22.7900,23.1300,20.3300,20.4700,176374209
2024-04-12,23.0800,23.2000,22.0100,22.6700,144238735
2024-04-05,22.9800,24.1000,21.7200,22.9600,213028255
2024-03-28,24.1200,25.4800,22.9400,23.0100,181474618
2024-03-22,23.7700,25.3300,22.9200,24.1800,190156703
2024-03-15,25.8900,26.8300,23.4200,23.4900,302205647
2024-03-08,24.4000,27.5000,23.4300,26.0400,523024688
2024-03-01,23.0300,25.6900,22.9400,24.9300,286328591
2024-02-23,23.8400,24.0700,22.2900,22.9700,267084822
2024-02-16,23.9100,25.5250,23.3100,24.4400,443736842
2024-02-09,17.5600,25.1100,16.4800,24.3800,1205614027
2024-02-02,16.4500,17.2400,16.0300,17.0200,214085563
2024-01-26,17.4600,18.3503,16.3100,16.3500,238605144
2024-01-19,16.5900,16.8100,16.0500,16.7800,139422399
2024-01-12,16.2200,17.0600,16.1400,16.7600,199643739
2024-01-05,16.9500,16.9500,15.6640,15.9800,185719502
2023-12-29,17.4400,17.9100,17.1000,17.1700,139215506
2023-12-22,18.2100,18.5750,17.1900,17.4100,226131127
2023-12-15,17.9700,19.1500,17.2200,18.2000,310614027
2023-12-08,19.7500,19.9000,17.0500,17.7700,367758959
2023-12-01,19.1300,20.3100,18.6200,20.2700,292755638
2023-11-24,20.6500,21.8500,18.9300,19.2000,305471701
2023-11-17,19.5900,20.5800,19.2900,20.4900,353252865
2023-11-10,18.9900,19.7200,17.9300,19.6700,323714789
2023-11-03,15.2700,19.0789,14.4800,18.8900,421209697
2023-10-27,15.9000,16.9300,14.9600,15.0700,231772758
2023-10-20,17.2100,18.2200,15.8100,16.1100,253775515
2023-10-13,16.2700,18.4400,16.2200,17.3600,374701194
2023-10-06,16.0300,16.6950,14.8200,16.6100,261002671
2023-09-29,14.0000,16.8100,13.8200,16.0000,284396576
2023-09-22,15.1800,15.6300,13.6800,14.1300,233635742
2023-09-15,15.4100,16.1500,15.1700,15.3300,223990725
2023-09-08,15.0800,15.6200,14.2900,15.1300,158402844
2023-09-01,14.6900,16.3500,14.5000,15.1800,295627994
2023-08-25,14.4200,15.7100,13.8750,14.5300,298091483
2023-08-18,15.2000,15.8700,13.6800,14.4000,293208189
2023-08-11,18.2500,18.3900,14.9100,15.4100,532798927
2023-08-04,18.8200,20.2399,18.0800,18.2000,468070397
2023-07-28,16.6100,17.9700,16.0000,17.8100,265362214
2023-07-21,16.4200,18.9950,16.0000,16.4300,366002642
2023-07-14,15.3700,17.2600,14.9450,16.4000,279652439
2023-07-07,15.4900,15.9000,14.6200,15.3400,170648903
2023-06-30,13.8700,15.8000,13.8300,15.3300,260587652
2023-06-23,15.9900,16.8900,13.5600,14.0300,357532053
2023-06-16,15.4400,16.9100,15.1625,16.3000,455785274
2023-06-09,14.3650,17.1600,14.3650,15.0200,620264144
2023-06-02,14.4400,15.2200,13.8200,14.5200,491995548
2023-05-26,11.6200,14.1950,11.3900,13.6500,549904081
2023-05-19,9.2100,12.4100,9.0200,11.7100,481373550
2023-05-12,7.6400,10.3000,7.5900,9.5000,614130269
2023-05-05,7.7500,7.9100,7.2800,7.4100,157302697
2023-04-28,8.1600,8.2500,7.6200,7.7500,109740787
2023-04-21,8.8100,9.0400,8.0900,8.1800,103601149
2023-04-14,8.0000,8.9100,7.9000,8.8100,163921641
2023-04-06,8.3700,8.6500,7.7900,8.0900,124908629
2023-03-31,8.1500,8.4800,7.9400,8.4500,98043443
2023-03-24,7.7650,8.6200,7.7200,8.2000,127354892
2023-03-17,7.2900,8.1500,7.1900,7.8800,166286244
2023-03-10,8.3400,8.5800,7.2800,7.3500,164818970
2023-03-03,8.1200,8.5000,7.5600,8.3300,176181172
2023-02-24,9.0100,9.1000,7.8700,8.0900,222106707
2023-02-17,7.5800,10.3100,7.4500,9.2000,607743462
2023-02-10,8.3100,8.5700,7.4600,7.5100,192561806
